metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_blocked,1694802463,0.009073,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802463,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802463,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802463,0.048567,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802463,4.257946,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802463,0.223161,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802463,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802464,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802464,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802464,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802464,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802464,1005.404851,,,,,,,,,default,,,,,,,
iterations,1694802464,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802464,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802464,4.683566,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802464,0.011881,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802464,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802464,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802464,0.058916,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802464,4.497684,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802464,0.126966,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802464,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802465,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802465,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802465,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802465,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802465,1005.438293,,,,,,,,,default,,,,,,,
iterations,1694802465,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802465,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802465,4.254990,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802465,0.014192,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802465,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802465,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802465,0.047553,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802465,4.095725,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802465,0.111712,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802465,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802466,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802466,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802466,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802466,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802466,1004.744567,,,,,,,,,default,,,,,,,
iterations,1694802466,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802466,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802466,5.539569,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802466,0.009589,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802466,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802466,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
